agg_id,treat,prop_score,fu_survey_year,hhinc_yrly_end,profits_yrly_end,rev_yrly_end,exp_yrly_end,hhexp_yrly_end,loan_size,prinpaid,interest_rate,repaytime,intpaid,penalty,paid_total,net_revenue,css_creditscorefinal,css_yearsataddress,own_house,sari,own_anybus,max_yearsinbusiness,css_regularworkers,css_traveltime,css_travelcost,css_stockvalue,css_assetvalue,css_noofbusiness,lower_window,app_year,hhsize,age,gender,education,married,savingsamt,hhinc_yrly_base,profits_yrly_base,rev_yrly_base,exp_yrly_base,hhexp_yrly_base,hhasset_yrly_base,revenue_fees,revenue_interest,log_hhinc,default_value,high_school,college,bank_profits_level,bank_profits_pp
100519,1,0.8434873949579832,2007,15750,15750,21750,29475,3000,0,NA,NA,1,NA,NA,NA,0,48,44,1,1,1,5,0,10,30,25000,140800,3,0,2006,1,44,1,1,0,0,21443.75,128662.5,224018.75,95356.25,3390,1562.5,0,0,9.664659134301736,-0,1,1,0,0
101793,1,0.546583850931677,2008,66990,66990,78750,11760,4500,0,NA,NA,1,NA,NA,NA,0,42,4,1,0,1,4,0,5,12,150000,0,1,1,2006,1,46,0,2,1,0,57031.25,342187.5,342187.5,0,2325,1000,0,0,11.112313560992032,-0,1,0,0,0
102790,1,0.8434873949579832,2007,9450,9450,11250,1800,11250,625,10000,30,1,758.29,0,10758.29,47.39312500000006,60,15,1,1,1,15,0,20,24,17000,24000,2,0,2006,5,36,1,2,1,0,10950,65700,123187.5,57487.5,2137.5,14012.5,0.6465496575343082,46.74657534246575,9.153875834995056,-0,1,0,-16.938263570336346,1.0677396633170702
103223,1,0.8434873949579832,2007,29025,29025,30000,975,10500,0,NA,NA,1,NA,NA,NA,0,52,39,1,1,1,10,0,10,0,13800,11000,2,0,2006,4,39,0,1,1,0,21907.604166666668,131445.625,250549.6875,119104.0625,1050,2125,0,0,10.275947259030309,-0,1,1,0,0
104470,1,0.8434873949579832,2007,3750,3750,7500,9000,5812.5,0,NA,NA,1,NA,NA,NA,0,54,39,1,1,1,4,0,10,24,15000,25000,1,0,2006,3,39,1,1,1,0,5703.125,34218.75,48362.5,14143.75,2756.25,2875,0,0,8.229777750081887,-0,1,1,0,0
105906,1,0.8434873949579832,2007,0,0,0,0,11250,625,10000,30,1,758.29,0,10758.29,47.39312500000006,56,15,1,0,1,4,4,20,0,5000,15000,3,0,2006,6,38,1,1,1,0,23572.916666666668,141437.5,234284.375,92846.875,8421,7875,0.6465496575343082,46.74657534246575,0,-0,1,1,-16.938263570336346,1.0677396633170702
111752,1,0.8434873949579832,2007,7500,7500,11250,19200,3750,562.5,9000,30,1,682.5,0,9682.5,42.65625,46,5,0,0,0,3,0,20,0,70000,7000,2,0,2006,4,37,1,1,1,0,22812.5,136875,247287.5,110412.5,1912.5,1312.5,0.5843321917808098,42.07191780821919,8.922791623969637,-0,1,1,-18.3626385703364,-2.6118270033496067
118073,1,0.8434873949579832,2008,6705,6705,18600,11895,8137.5,0,NA,NA,1,NA,NA,NA,0,50,10,1,1,0,10,0,3,0,20000,5500,1,0,2006,5,45,1,1,1,0,24930.260416666668,149581.5625,264488.125,114906.5625,1200,3290.625,0,0,8.810757927026174,-0,1,1,0,0
121789,0,0.546583850931677,2008,11625,11625,39300,29565,3375,0,NA,NA,1,NA,NA,NA,0,40,5,1,0,1,1,0,15,14,150000,20000,1,1,2007,4,34,0,1,1,0,19010.416666666668,114062.5,114062.5,0,3525,875,0,0,9.360999248261296,-0,1,1,0,0
123536,1,0.8434873949579832,2007,3750,3750,34875,9847.5,5812.5,312.5,5000,30,1,379.21,0,5379.21,23.700625,50,18,1,1,1,15,0,44,58,15000,20000,3,0,2006,5,41,1,2,1,0,11596.354166666666,69578.125,122959.375,53381.25,1380,1750,0.32733732876712196,23.373287671232877,8.229777750081887,-0,1,0,-24.0682635703364,-32.050960336682934
124241,1,0.8434873949579832,2007,9225,9225,23250,14025,9300,875,14000,30,1,1061.71,0,15061.71,66.356875,60,7,1,0,1,11,6,5,10,55000,100000,2,0,2006,4,43,0,1,1,0,160607.60416666666,963645.625,1317239.375,353593.75,9300,1937.5,0.9116695205481307,65.44520547945187,9.129780864117766,-0,1,1,-11.224513570336399,10.531339663317059
125786,0,0.546583850931677,2007,6750,6750,14250,5250,3375,0,NA,NA,1,NA,NA,NA,0,43,58,1,1,1,20,0,1,0,3000,15000,1,1,2006,1,58,1,1,0,0,3802.0833333333335,22812.5,34218.75,11406.25,3768.75,1625,0,0,8.81744592104187,-0,1,1,0,0
126688,0,0.8434873949579832,2007,9375,9375,46875,38797.5,11250,0,NA,NA,1,NA,NA,NA,0,51,46,1,1,1,14,0,10,12,30000,50000,1,0,2006,6,53,0,1,1,0,9505.208333333334,57031.25,98093.75,41062.5,7462.5,5312.5,0,0,9.145908511816794,-0,1,1,0,0
129723,1,0.546583850931677,2008,104400,104400,225000,120600,4500,0,NA,NA,1,NA,NA,NA,0,38,11,0,1,0,11,0,10,14,30000,136000,1,1,2007,4,34,1,2,1,0,21725.104166666668,130350.625,234626.5625,104275.9375,5400,750,0,0,11.555994532928862,-0,1,0,0,0
133475,0,0.546583850931677,2007,37500,37500,225000,125437.5,4500,0,NA,NA,1,NA,NA,NA,0,39,10,0,0,0,11,4,15,45,30000,80000,3,1,2006,3,40,0,2,0,0,53229.166666666664,319375,524687.5,205312.5,7500,1937.5,0,0,10.53212287826962,-0,1,0,0,0
133940,0,0.546583850931677,2007,6075,6075,20475,16950,4500,0,NA,NA,1,NA,NA,NA,0,43,5,0,0,0,2,0,5,14,5000,0,1,1,2006,3,33,1,2,1,0,5703.125,34218.75,34218.75,0,2925,6018.75,0,0,8.712101863715663,-0,1,0,0,0
135561,1,0.8434873949579832,2007,43500,43500,87750,61338,11250,0,NA,NA,1,NA,NA,NA,0,48,36,1,1,1,6,0,30,72,10000,30000,3,0,2006,6,36,1,2,1,0,11976.5625,71859.375,118784.6875,46925.3125,2812.5,1406.25,0,0,10.680539205318292,-0,1,0,0,0
135816,0,0.546583850931677,2008,4875,4875,24675,22575,3375,0,NA,NA,1,NA,NA,NA,0,40,29,1,1,1,2,0,5,0,3000,7000,1,1,2007,2,29,0,1,1,0,5322.916666666667,31937.5,57487.5,25550,1387.5,11031.25,0,0,8.492080490601163,-0,1,1,0,0
136709,1,0.8434873949579832,2007,0,0,0,7800,22500,0,NA,NA,1,NA,NA,NA,0,51,35,0,0,1,20,0,5,10,3860,43800,1,0,2006,3,41,1,1,1,0,10645.833333333334,63875,108815.625,44940.625,3375,1937.5,0,0,0,-0,1,1,0,0
137249,1,0.546583850931677,2007,3750,3750,30000,25837.5,4500,0,NA,NA,1,NA,NA,NA,0,40,5,0,0,0,5,1,5,0,1000,723000,2,1,2006,2,33,1,1,1,0,11406.25,68437.5,68437.5,0,8730,32312.5,0,0,8.229777750081887,-0,1,1,0,0
138305,1,0.8434873949579832,2007,3750,3750,21525,18300,3375,0,NA,NA,1,NA,NA,NA,0,57,32,1,1,1,4,0,10,0,30000,14000,1,0,2006,2,51,1,1,1,1481,9014.739583333334,54088.4375,97888.4375,43800,3328.5,9437.5,0,0,8.229777750081887,-0,1,1,0,0
140380,0,0.8434873949579832,2007,10312.5,10312.5,41250,30750,4500,0,NA,NA,1,NA,NA,NA,0,55,28,1,1,1,3,1,10,40,40000,10000,2,0,2006,3,28,1,1,1,0,19010.416666666668,114062.5,200750,86687.5,3195,2218.75,0,0,9.24120899563865,-0,1,1,0,0
141298,0,0.546583850931677,2007,0,0,0,0,4500,0,NA,NA,1,NA,NA,NA,0,44,15,1,1,1,3,0,25,14,5000,0,1,1,2006,7,32,1,2,1,0,2258.4375,13550.625,24386.5625,10835.9375,450,862.5,0,0,0,-0,1,0,0,0
144832,0,0.546583850931677,2008,11250,11250,33750,27225,13500,0,NA,NA,1,NA,NA,NA,0,39,24,0,1,0,1,0,20,48,20000,5000,2,1,2007,7,34,1,1,1,0,8744.791666666666,52468.75,75281.25,22812.5,0,1925,0,0,9.328212292571072,-0,1,1,0,0
144949,1,0.8434873949579832,2007,6375,6375,17625,10931.25,11250,0,NA,NA,1,NA,NA,NA,0,61,32,1,0,1,15,4,5,12,20000,100000,1,0,2006,3,54,1,2,1,0,19010.416666666668,114062.5,188157.5,74095,2025,45487.5,0,0,8.760296220470051,-0,1,0,0,0
145813,1,0.8434873949579832,2007,11137.5,11137.5,34875,23737.5,6975,562.5,9000,30,1,892.5,10030.66,19923.16,682.6975,52,28,1,1,1,4,0,10,48,30000,13000,2,0,2006,2,28,0,1,0,0,17109.375,102656.25,171093.75,68437.5,3990,1525,640.6255821917807,42.071917808219155,9.318162854504928,-0,1,1,621.6786114296635,111.1732841077615
146367,1,0.8434873949579832,2007,3750,3750,22500,24731.25,5625,0,NA,NA,1,NA,NA,NA,0,51,17,0,0,0,4,0,10,0,10000,16000,2,0,2006,5,28,0,1,1,0,11406.25,68437.5,116343.75,47906.25,6907.5,2812.5,0,0,8.229777750081887,-0,1,1,0,0
146417,0,0.546583850931677,2007,19425,19425,112500,7875,5625,0,NA,NA,1,NA,NA,NA,0,42,6,0,1,0,5,0,10,20,45000,36000,2,1,2006,2,52,1,1,1,0,8364.583333333334,50187.5,87828.125,37640.625,6637.5,4437.5,0,0,9.874367653962276,-0,1,1,0,0
146471,1,0.8434873949579832,2007,3000,3000,9000,14850,4500,625,10000,30,1,758.29,115.38,10873.67,54.604375,55,37,1,1,1,3,0,5,0,50000,22000,2,0,2006,2,55,1,3,1,0,24523.4375,147140.625,270784.375,123643.75,1192.5,2950,7.857799657534244,46.74657534246575,8.006700845440367,-0,0,0,-9.727013570336396,2.2215396633170563
146476,1,0.8434873949579832,2007,126750,126750,225000,302100,15000,0,NA,NA,1,NA,NA,NA,0,46,11,0,0,0,3,0,5,0,247000,5000,1,0,2006,5,33,1,1,1,0,49427.083333333336,296562.5,540656.25,244093.75,13750.5,6293.75,0,0,11.749979810968659,-0,1,1,0,0
146477,0,0.546583850931677,2007,11250,11250,112500,108225,5625,0,NA,NA,1,NA,NA,NA,0,44,14,0,0,0,7,0,5,0,100000,5000,1,1,2006,2,28,1,1,1,59000,114062.5,684375,1300312.5,615937.5,6216.75,1643.75,0,0,9.328212292571072,-0,1,1,0,0
146487,1,0.546583850931677,2007,0,0,0,0,4500,1375,22000,30,1,1675.34,792.51,24467.85,154.240625,40,3,0,0,0,3,0,10,24,30000,60000,3,1,2006,1,34,0,1,1,3000,16006.770833333334,96040.625,148509.375,52468.75,5962.5,1575,51.39815924657562,102.84246575342438,0,-0,1,1,50.15923642966359,22.767794208771605
146498,1,0.8434873949579832,2007,54750,54750,111375,33187.5,33750,0,NA,NA,1,NA,NA,NA,0,59,55,1,0,1,22,5,10,0,400,49000,2,0,2006,1,55,1,2,1,0,44864.583333333336,269187.5,506597.1875,237409.6875,4275,4468.75,0,0,10.91055091235213,-0,1,0,0,0
146558,1,0.8434873949579832,2007,1125,1125,11625,10177.5,3487.5,0,NA,NA,1,NA,NA,NA,0,63,25,1,0,1,5,0,9,12,500000,10000,1,0,2006,2,54,1,1,1,10000,10455.729166666666,62734.375,83265.625,20531.25,3555,5218.75,0,0,7.026426808699636,-0,1,1,0,0
146581,1,0.546583850931677,2007,1875,1875,11625,2325,4650,312.5,2307.72,30,1,175.02,774.43,3257.17,-108.926875,45,27,1,1,1,8,0,30,72,10000,5000,3,1,2006,1,44,1,3,1,0,8364.583333333334,50187.5,87029.6875,36842.1875,1650,862.5,-0,-108.926875,7.53689712956617,108.926875,0,0,-156.6957635703364,-74.49176033668293
146588,1,0.546583850931677,2007,57562.5,57562.5,337500,297862.5,5625,1000,16000,30,1,839.97,0,16839.97,52.498125000000066,42,9,0,1,0,8,1,34,45,100000,15000,3,1,2006,4,39,1,1,1,0,66536.45833333333,399218.75,762621.875,363403.125,600,1687.5,0.717303082191819,51.78082191780825,10.960643965268044,-0,1,1,-31.708263570336328,11.154652163317067
146605,1,0.8434873949579832,2007,0,0,0,0,2250,0,NA,NA,1,NA,NA,NA,0,46,25,1,1,1,17,0,20,48,10000,10000,2,0,2006,2,25,1,1,0,0,17109.375,102656.25,192172.5,89516.25,255,1937.5,0,0,0,-0,1,1,0,0
146606,1,0.546583850931677,2007,2325,2325,11625,10346.25,9300,312.5,5000,30,1,379.21,0,5379.21,23.700625,45,20,1,1,1,4,0,20,48,6000,7500,2,1,2006,3,41,1,2,0,0,7604.166666666667,45625,75851.5625,30226.5625,1237.5,1812.5,0.32733732876712196,23.373287671232877,7.75190533307861,-0,1,0,-24.0682635703364,-32.050960336682934
146625,1,0.8434873949579832,2007,2250,2250,13425,11175,4500,0,NA,NA,1,NA,NA,NA,0,60,48,1,0,0,8,2,30,45,600000,600000,3,0,2006,3,48,0,1,1,2500,152083.33333333334,912500,1655275,742775,1533.75,56562.5,0,0,7.719129840906732,-0,1,1,0,0
146647,0,0.546583850931677,2007,7500,7500,7500,0,9000,0,NA,NA,1,NA,NA,NA,0,44,15,1,1,1,4,0,10,12,8000,10000,1,1,2006,4,39,1,2,1,0,3802.0833333333335,22812.5,41290.625,18478.125,1590,581.25,0,0,8.922791623969637,-0,1,0,0,0
146649,1,0.8434873949579832,2007,10500,10500,19665,2535,1800,0,NA,NA,1,NA,NA,NA,0,55,25,1,1,1,15,6,30,72,15000,300000,3,0,2006,1,57,1,2,1,0,6767.708333333333,40606.25,60088.125,19481.875,1537.5,6562.5,0,0,9.259225769705994,-0,1,0,0,0
146693,1,0.8434873949579832,2007,4500,4500,9000,7113.75,3375,0,NA,NA,1,NA,NA,NA,0,54,36,1,0,1,10,0,30,36,3000,2000,3,0,2006,1,42,1,3,1,0,14828.125,88968.75,138061.25,49092.5,975,1843.75,0,0,8.412054873292933,-0,0,0,0,0
146694,1,0.8434873949579832,2007,12000,12000,54000,39442.5,7875,0,NA,NA,1,NA,NA,NA,0,48,28,0,0,1,7,0,10,12,2000,5000,1,0,2006,3,28,1,1,1,0,15208.333333333334,91250,139430,48180,3412.5,1562.5,0,0,9.392745258631441,-0,1,1,0,0
146721,1,0.8434873949579832,2007,36112.5,36112.5,42375,6262.5,1125,625,10000,30,1,758.29,0,10758.29,47.39312500000006,54,8,1,0,1,4,0,35,150,7000,80000,1,0,2006,3,26,1,1,1,0,26614.583333333332,159687.5,251279.6875,91592.1875,3262.5,2125,0.6465496575343082,46.74657534246575,10.49442203563374,-0,1,1,-16.938263570336346,1.0677396633170702
146783,1,0.8434873949579832,2007,0,0,0,0,2250,312.5,5000,30,1,379.21,0,5379.21,23.700625,62,36,1,1,1,3,0,20,80,12000,6000,3,0,2006,2,38,1,1,1,0,34104.6875,204628.125,386443.75,181815.625,1112.25,593.75,0.32733732876712196,23.373287671232877,0,-0,1,1,-24.0682635703364,-32.050960336682934
146820,1,0.546583850931677,2007,6000,6000,10500,0,4500,0,NA,NA,1,NA,NA,NA,0,39,23,1,1,1,2,0,10,30,25000,9000,2,1,2006,3,51,1,1,0,0,17109.375,102656.25,180675,78018.75,2215.5,1312.5,0,0,8.699681400989514,-0,1,1,0,0
147057,1,0.8434873949579832,2007,1125,1125,7500,9577.5,13500,625,10000,30,1,524.97,1139.73,11664.7,104.04375,51,32,1,1,1,3,0,5,15,20000,20000,1,0,2006,4,42,1,1,1,700,5703.125,34218.75,59312.5,25093.75,3185.25,9000,89.66018835616437,14.38356164383562,7.026426808699636,-0,1,1,39.71236142966359,10.13183966331706
147174,0,0.546583850931677,2007,13500,13500,57000,49500,6750,0,NA,NA,1,NA,NA,NA,0,42,3,0,1,0,3,0,30,48,40000,41500,2,1,2006,1,50,1,2,1,2000,13204.635416666666,79227.8125,128753.75,49525.9375,7747.5,8143.75,0,0,9.510519035757246,-0,1,0,0,0
147284,0,0.8434873949579832,2008,18750,18750,37500,17025,7875,0,NA,NA,1,NA,NA,NA,0,49,7,0,0,0,5,0,15,0,50000,30000,1,0,2006,4,37,0,1,1,0,19010.416666666668,114062.5,114062.5,0,1185,4406.25,0,0,9.839002363309719,-0,1,1,0,0
147287,1,0.8434873949579832,2008,2700,2700,27000,39825,11250,0,NA,NA,1,NA,NA,NA,0,48,14,1,1,1,4,1,25,29,500000,10000,1,0,2006,1,32,1,2,0,0,61916.927083333336,371501.5625,668702.8125,297201.25,0,4968.75,0,0,7.901377353792616,-0,1,0,0,0
147298,0,0.546583850931677,2007,3750,3750,6000,525,4500,0,NA,NA,1,NA,NA,NA,0,37,3,1,0,1,2,0,25,14,6000,5000,1,1,2006,3,29,1,2,1,0,3638.59375,21831.5625,33237.8125,11406.25,510,1437.5,0,0,8.229777750081887,-0,1,0,0,0
147301,1,0.8434873949579832,2008,11250,11250,105000,71805,11250,0,NA,NA,1,NA,NA,NA,0,50,37,1,1,1,19,1,20,14,30000,40000,1,0,2006,1,41,0,1,0,0,19280.364583333332,115682.1875,208232.5,92550.3125,2235,4656.25,0,0,9.328212292571072,-0,1,1,0,0
147320,1,0.8434873949579832,2008,133500,133500,180000,45150,7500,0,NA,NA,1,NA,NA,NA,0,52,6,0,0,0,6,5,40,28,6000,58000,2,0,2006,3,31,1,2,1,407,32587.65625,195525.9375,332400.9375,136875,22125,1537.5,0,0,11.80186424743109,-0,1,0,0,0
147337,1,0.8434873949579832,2008,14100,14100,34650,21862.5,6750,0,NA,NA,1,NA,NA,NA,0,57,57,1,1,1,10,0,30,30,5000,11000,1,0,2007,3,57,1,2,1,2500,7223.958333333333,43343.75,75281.25,31937.5,2175,1775,0,0,9.55400099583723,-0,1,0,0,0
147346,1,0.8434873949579832,2008,37500,37500,67500,18375,5625,0,NA,NA,1,NA,NA,NA,0,58,9,1,0,1,5,3,45,30,0,880000,1,0,2006,3,33,1,1,1,16428,17706.302083333332,106237.8125,109659.6875,3421.875,15662.25,8187.5,0,0,10.53212287826962,-0,1,1,0,0
147462,1,0.8434873949579832,2008,45,45,750,705,3375,0,NA,NA,1,NA,NA,NA,0,54,7,1,1,1,4,0,10,24,10000,3000,1,0,2007,5,39,1,2,1,0,23763.020833333332,142578.125,256640.625,114062.5,891,1500,0,0,3.828641396489095,-0,1,0,0,0
147471,0,0.546583850931677,2008,25500,25500,89025,67605,11250,0,NA,NA,1,NA,NA,NA,0,45,9,1,1,1,6,1,10,24,40000,25000,1,1,2007,3,30,0,2,1,0,21181.40625,127088.4375,228763.75,101675.3125,3336,1125,0,0,10.146472946063877,-0,1,0,0,0
147483,1,0.8434873949579832,2008,9825,9825,55875,43875,6750,500,8000,30,1,606.71,246.16,8852.87,53.304374999999936,50,35,1,1,1,15,1,30,0,25000,6000,2,0,2007,1,59,0,2,1,0,30047.864583333332,180287.1875,343122.8125,162835.625,3357.75,4943.75,15.90711472602731,37.39726027397263,9.192787212728593,-0,1,0,-4.4020135703364645,-4.134285336682954
147494,1,0.8434873949579832,2008,14737.5,14737.5,24750,262.5,11250,562.5,9000,30,1,682.5,276.93,9959.43,59.964375,54,14,1,0,1,2,0,15,28,70000,5000,1,0,2007,4,38,1,1,1,0,14717.864583333334,88307.1875,150129.0625,61821.875,4285.5,50781.25,17.892457191780807,42.07191780821919,9.598218396657296,-0,1,1,-1.054513570336411,0.46517299665039147
147500,1,0.8434873949579832,2008,105000,105000,17212.5,6712.5,9750,625,10000,30,1,758.29,307.69,11065.98,66.62375,53,20,1,0,0,3,1,10,0,1200000,10000,1,0,2007,3,49,0,1,1,100000,20637.708333333332,123826.25,210513.75,86687.5,4537.5,15062.5,19.877174657534248,46.74657534246575,11.561725152903833,-0,1,1,2.2923614296636003,4.144639663317058
147560,1,0.8434873949579832,2008,39375,39375,210000,170625,4500,0,NA,NA,1,NA,NA,NA,0,54,6,1,0,0,5,5,20,28,10000,45000,2,0,2007,3,39,1,2,1,18000,45625,273750,467656.25,193906.25,1875,1781.25,0,0,10.580911772630838,-0,1,0,0,0
147568,0,0.8434873949579832,2008,1800,1800,2625,825,6750,0,NA,NA,1,NA,NA,NA,0,48,13,1,1,1,3,0,30,14,30000,10000,1,0,2007,6,38,1,1,1,0,6786.71875,40720.3125,52126.5625,11406.25,3749.25,1656.25,0,0,7.496097345175956,-0,1,1,0,0
147583,0,0.8434873949579832,2008,36750,36750,193500,177231,15000,0,NA,NA,1,NA,NA,NA,0,59,7,1,0,0,4,2,60,72,300000,120900,3,0,2007,3,44,1,1,1,15000,31355.78125,188134.6875,323732.1875,135597.5,1125,2768.75,0,0,10.511920715155128,-0,1,1,0,0
147588,0,0.8434873949579832,2008,5137.5,5137.5,15000,9862.5,8250,0,NA,NA,1,NA,NA,NA,0,57,26,1,1,1,1,0,5,12,20000,100000,1,0,2007,2,57,1,1,1,0,8744.791666666666,52468.75,63875,11406.25,2691.75,2562.5,0,0,8.544516487065128,-0,1,1,0,0
147596,0,0.546583850931677,2008,15000,15000,42000,29025,6750,0,NA,NA,1,NA,NA,NA,0,45,36,1,1,1,2,0,60,42,20000,50000,2,1,2007,4,36,1,1,1,0,19280.364583333332,115682.1875,172713.4375,57031.25,2850,1937.5,0,0,9.61587214452889,-0,1,1,0,0
147629,1,0.8434873949579832,2008,6000,6000,30000,24000,6750,0,NA,NA,1,NA,NA,NA,0,54,28,1,1,1,10,0,30,28,20000,15000,1,0,2007,4,46,1,1,1,0,13638.072916666666,81828.4375,127453.4375,45625,3750,2175,0,0,8.699681400989514,-0,1,1,0,0
147655,1,0.8434873949579832,2008,43275,43275,97500,54225,9000,625,10000,30,1,758.29,307.69,11065.98,66.62375,48,12,1,1,0,12,0,10,14,50000,27000,1,0,2007,1,57,1,3,1,0,46164.895833333336,276989.375,498886.5625,221897.1875,1575,6437.5,19.877174657534248,46.74657534246575,10.675353487807463,-0,0,0,2.2923614296636003,4.144639663317058
147678,0,0.546583850931677,2008,11550,11550,56250,46987.5,9000,0,NA,NA,1,NA,NA,NA,0,43,28,0,1,0,2,0,20,28,10000,20000,2,1,2007,6,45,1,2,1,0,22082.5,132495,238846.875,106351.875,3107.25,3862.5,0,0,9.35452729228868,-0,1,0,0,0
147689,1,0.8434873949579832,2008,4875,4875,65475,63525,11250,625,8461.53,30,1,641.63,0,9103.16,-56.0525,51,10,1,1,1,2,0,30,26,15000,10000,2,0,2007,6,46,1,2,1,0,19504.6875,117028.125,215578.125,98550,2175,3812.5,-0,-56.0525,8.492080490601163,56.0525,1,0,-120.38388857033641,-15.483560336682945
147690,1,0.8434873949579832,2008,22500,22500,119250,99225,4500,1125,18000,30,1,1365,0,19365,85.3125,46,3,0,1,0,1,0,30,52,100000,70000,2,0,2007,2,34,0,1,1,0,52316.666666666664,313900,569400,255500,750,7156.25,1.1686643835618753,84.14383561643812,10.021315031649332,-0,1,1,-5.518888570336401,15.788172996650392
147731,1,0.8434873949579832,2008,4575,4575,34800,29250,4500,0,NA,NA,1,NA,NA,NA,0,54,7,0,1,1,1,0,40,28,30000,10200,2,0,2007,1,49,1,1,1,0,19493.28125,116959.6875,162584.6875,45625,3307.5,1275,0,0,8.428580533059634,-0,1,1,0,0
147759,0,0.8434873949579832,2008,675,675,7500,6825,3000,0,NA,NA,1,NA,NA,NA,0,50,9,1,0,0,2,0,20,28,150000,35000,2,0,2007,3,31,0,1,1,0,49966.979166666664,299801.875,299801.875,0,1110,2812.5,0,0,6.516193076042964,-0,1,1,0,0
147770,1,0.8434873949579832,2008,0,0,18750,20812.5,6750,562.5,9000,30,1,682.5,346.16,10028.66,64.29125,56,7,0,0,0,4,2,15,14,30000,100000,1,0,2007,4,43,1,1,1,0,34218.75,205312.5,319375,114062.5,1687.5,1687.5,22.219332191780815,42.07191780821919,0,-0,1,1,3.27236142966359,1.2343952188726135
320127,0,0.8434873949579832,2008,3750,3750,16500,13312.5,6750,0,NA,NA,1,NA,NA,NA,0,55,8,0,0,0,3,3,15,28,30000,60000,1,0,2007,3,30,0,1,1,0,0,0,0,0,4612.5,1250,0,0,8.229777750081887,-0,1,1,0,0
201279,1,0.8434873949579832,2008,2400,2400,2625,225,2250,0,NA,NA,1,NA,NA,NA,0,55,26,1,1,1,2,0,5,0,10000,30000,1,0,2006,5,50,1,1,1,0,5703.125,34218.75,45625,11406.25,2250,4200,0,0,7.783640596221253,-0,1,1,0,0
201723,1,0.8434873949579832,2007,17687.25,17687.25,375,22937.25,337.5,625,10000,30,1,758.29,0,10758.29,47.39312500000006,51,23,1,0,0,4,0,5,0,20000,1000000,1,0,2006,4,45,0,2,1,0,15208.333333333334,91250,114062.5,22812.5,1125,2025,0.6465496575343082,46.74657534246575,9.780655856313475,-0,1,0,-16.938263570336346,1.0677396633170702
202112,1,0.8434873949579832,2008,22542,22542,69375,46833,6750,875,14000,30,1,1306.72,0,15306.72,81.67,56,27,1,0,1,15,0,10,14,10000,30000,1,0,2007,4,52,1,1,1,0,9505.208333333334,57031.25,91250,34218.75,2250,1562.5,16.22479452054813,65.44520547945187,10.023179875454133,-0,1,1,4.088611429663615,12.28141109188849
202900,1,0.8434873949579832,2008,2137.5,2137.5,9000,6862.5,2250,312.5,5000,30,1,379.21,0,5379.21,23.700625,50,30,1,0,1,10,0,5,12,15000,60000,1,0,2006,2,56,1,2,0,2000,15208.333333333334,91250,109500,18250,1125,4468.75,0.32733732876712196,23.373287671232877,7.667859927666964,-0,1,0,-24.0682635703364,-32.050960336682934
203043,1,0.8434873949579832,2008,21262.5,21262.5,30000,8737.5,7500,875,14000,30,1,1061.71,0,15061.71,66.356875,55,4,1,0,1,4,1,25,26,2000,30000,1,0,2007,3,49,0,1,0,1000,3802.0833333333335,22812.5,25093.75,2281.25,3750,1218.75,0.9116695205481307,65.44520547945187,9.96474726675633,-0,1,1,-11.224513570336399,10.531339663317059
203107,1,0.8434873949579832,2007,6000,6000,51000,50625,6975,0,NA,NA,1,NA,NA,NA,0,46,10,1,0,1,4,0,15,15,20000,25000,2,0,2006,3,35,1,1,0,5000,8744.791666666666,52468.75,55206.25,2737.5,225,3937.5,0,0,8.699681400989514,-0,1,1,0,0
203124,1,0.8434873949579832,2007,406425,406425,418500,11700,12000,1375,22000,30,1,1668.29,98.21,23766.5,110.40625,52,6,1,0,1,6,6,15,42,180000,300000,1,0,2006,2,51,1,1,1,0,76041.66666666667,456250,684375,228125,7500,44437.5,7.563784246575622,102.84246575342438,12.915157149577961,-0,1,1,6.324861429663599,19.57983966331706
204289,1,0.546583850931677,2007,0,0,0,2137.5,4500,500,8000,30,1,606.71,0,8606.71,37.91937499999994,44,25,1,0,1,10,0,15,5,50000,50000,1,1,2006,2,47,1,2,0,0,7604.166666666667,45625,47906.25,2281.25,450,6250,0.5221147260273113,37.39726027397263,0,-0,1,0,-19.787013570336455,-7.211285336682952
204401,1,0.8434873949579832,2008,9150,9150,41250,32100,4500,312.5,5000,30,1,379.21,0,5379.21,23.700625,55,13,0,1,1,5,0,10,14,20000,10000,1,0,2007,3,41,1,2,1,0,9505.208333333334,57031.25,102656.25,45625,3750,1025,0.32733732876712196,23.373287671232877,9.121618441915379,-0,1,0,-24.0682635703364,-32.050960336682934
205277,1,0.8434873949579832,2008,15337.5,15337.5,61500,37687.5,6750,625,10000,30,1,759.33,0,10759.33,47.458125,58,43,1,1,1,15,0,2,14,15000,20000,1,0,2007,3,43,1,2,1,0,11406.25,68437.5,123187.5,54750,2250,1687.5,0.711549657534249,46.74657534246575,9.638121286567761,-0,1,0,-16.873263570336405,1.0781396633170566
205285,1,0.8434873949579832,2008,7500,7500,7500,0,4500,0,NA,NA,1,NA,NA,NA,0,50,23,1,1,1,9,0,10,14,10000,10000,1,0,2007,3,39,1,1,1,0,9505.208333333334,57031.25,102656.25,45625,3750,812.5,0,0,8.922791623969637,-0,1,1,0,0
